phrase ids|sentiment values
3737|0.55556
3738|0.375
3739|0.11111
3740|0.11111
3741|0.13889
3742|0.25
3743|0.18056
3744|0.56944
3745|0.66667
3746|0.54167
3747|0.63889
3748|0.88889
3749|0.83333
3750|0.72222
3751|0.79167
3752|0.81944
3753|0.375
3754|0.36111
3755|0.23611
3756|0.30556
3757|0.15278
3758|0.59722
3759|0.59722
3760|0.90278
3761|0.5
3762|0.5
3763|0.5
3764|0.55556
3765|0.55556
3766|0.45833
3767|0.52778
3768|0.47222
3769|0.55556
3770|0.5
3771|0.5
3772|0.65278
3773|0.73611
3774|0.72222
3775|0.69444
3776|0.65278
3777|0.5
3778|0.52778
3779|0.5
3780|0.52778
3781|0.33333
3782|0.5
3783|0.15278
3784|0.15278
3785|0.72222
3786|0.65278
3787|0.625
3788|0.55556
3789|0.5
3790|0.20833
3791|0.68056
3792|0.93056
3793|0.81944
3794|0.76389
3795|0.88889
3796|0.36111
3797|0.19444
3798|0.58333
3799|0.51389
3800|0.84722
3801|0.81944
3802|0.5
3803|0.58333
3804|0.69444
3805|0.59722
3806|0.5
3807|0.61111
3808|0.52778
3809|0.52778
3810|0.44444
3811|0.38889
3812|0.66667
3813|0.45833
3814|0.52778
3815|0.5
3816|0.59722
3817|0.38889
3818|0.59722
3819|0.76389
3820|0.68056
3821|0.44444
3822|0.69444
3823|0.625
3824|0.94444
3825|0.80556
3826|0.84722
3827|0.31944
3828|0.81944
3829|0.76389
3830|0.81944
3831|0.75
3832|0.66667
3833|0.77778
3834|0.81944
3835|0.68056
3836|0.5
3837|0.34722
3838|0.77778
3839|0.80556
3840|0.58333
3841|0.77778
3842|0.66667
3843|0.76389
3844|0.72222
3845|0.70833
3846|0.47222
3847|0.34722
3848|0.36111
3849|0.63889
3850|0.58333
3851|0.79167
3852|0.88889
3853|0.80556
3854|0.69444
3855|0.68056
3856|0.79167
3857|0.79167
3858|0.66667
3859|0.75
3860|0.66667
3861|0.58333
3862|0.55556
3863|0.44444
3864|0.52778
3865|0.73611
3866|0.80556
3867|0.5
3868|0.55556
3869|0.25
3870|0.22222
3871|0.55556
3872|0.66667
3873|0.80556
3874|0.51389
3875|0.41667
3876|0.375
3877|0.55556
3878|0.49306
3879|0.34722
3880|0.55556
3881|0.81944
3882|0.76389
3883|0.72222
3884|0.25
3885|0.34722
3886|0.33333
3887|0.5
3888|0.51389
3889|0.5
3890|0.44444
3891|0.5
3892|0.16667
3893|0.73611
3894|0.80556
3895|0.84722
3896|0.625
3897|0.66667
3898|0.63889
3899|0.72222
3900|0.66667
3901|0.44444
3902|0.34722
3903|0.36111
3904|0.54167
3905|0.61111
3906|0.81944
3907|0.77778
3908|0.66667
3909|0.58333
3910|0.36111
3911|0.43056
3912|0.55556
3913|0.5
3914|0.63889
3915|0.86111
3916|0.63889
3917|0.86111
3918|0.43056
3919|0.47222
3920|0.38889
3921|0.25
3922|0.41667
3923|0.31944
3924|0.5
3925|0.48611
3926|0.43056
3927|0.5
3928|0.47222
3929|0.65278
3930|0.72222
3931|0.51389
3932|0.5
3933|0.47222
3934|0.5
3935|0.18056
3936|0.13889
3937|0.027778
3938|0.097222
3939|0.055556
3940|0.34722
3941|0.48611
3942|0.25
3943|0.16667
3944|0.93056
3945|0.80556
3946|0.875
3947|0.54167
3948|0.43056
3949|0.43056
3950|0.5
3951|0.72222
3952|0.40278
3953|0.76389
3954|0.90278
3955|0.94444
3956|0.41667
3957|0.31944
3958|0.125
3959|0.29167
3960|0.125
3961|0.31944
3962|0.22222
3963|0.069444
3964|0.25
3965|0.23611
3966|0.48611
3967|0.38889
3968|0.47222
3969|0.54167
3970|0.70833
3971|0.76389
3972|0.81944
3973|0.66667
3974|0.16667
3975|0.20833
3976|0.59722
3977|0.61111
3978|0.83333
3979|0.77778
3980|0.5
3981|0.58333
3982|0.625
3983|0.58333
3984|0.83333
3985|0.70833
3986|0.66667
3987|0.77778
3988|0.29167
3989|0.38889
3990|0.38889
3991|0.41667
3992|0.86111
3993|0.59722
3994|0.77778
3995|0.63889
3996|0.61111
3997|0.66667
3998|0.59722
3999|0.36111
4000|0.77778
4001|0.16667
4002|0.18056
4003|0.5
4004|0.56944
4005|0.5
4006|0.27778
4007|0.43056
4008|0.51389
4009|0.5
4010|0.26389
4011|0.18056
4012|0.25
4013|0.73611
4014|0.88889
4015|0.47222
4016|0.5
4017|0.68056
4018|0.73611
4019|0.59722
4020|0.15278
4021|0.59722
4022|0.52778
4023|0.5
4024|0.48611
4025|0.38889
4026|0.27778
4027|0.31944
4028|0.5
4029|0.5
4030|0.40278
4031|0.63889
4032|0.77778
4033|0.72222
4034|0.5
4035|0.5
4036|0.41667
4037|0.55556
4038|0.5
4039|0.94444
4040|0.5
4041|0.5
4042|0.44444
4043|0.16667
4044|0.16667
4045|0.15278
4046|0.73611
4047|0.73611
4048|0.75
4049|0.69444
4050|0.81944
4051|0.83333
4052|0.79167
4053|0.875
4054|0.93056
4055|0.875
4056|0.90278
4057|0.52778
4058|0.625
4059|0.61111
4060|0.44444
4061|0.55556
4062|0.33333
4063|0.38889
4064|0.36111
4065|0.31944
4066|0.55556
4067|0.63889
4068|0.5
4069|0.5
4070|0.59722
4071|0.84722
4072|0.875
4073|0.875
4074|0.52778
4075|0.86111
4076|0.94444
4077|0.97222
4078|0.77778
4079|0.5
4080|0.61111
4081|0.65278
4082|0.75
4083|0.44444
4084|0.29167
4085|0.61111
4086|0.72222
4087|0.77778
4088|0.54167
4089|0.5
4090|0.5
4091|0.29167
4092|0.52778
4093|0.875
4094|0.45833
4095|0.70833
4096|0.91667
4097|0.54167
4098|0.44444
4099|0.47222
4100|0.5
4101|0.41667
4102|0.38889
4103|0.41667
4104|0.38889
4105|0.36111
4106|0.58333
4107|0.63889
4108|0.52778
4109|0.44444
4110|0.43056
4111|0.48611
4112|0.77778
4113|0.79167
4114|0.77778
4115|0.5
4116|0.69444
4117|0.75
4118|0.83333
4119|0.79167
4120|0.84722
4121|0.59722
4122|0.40278
4123|0.47222
4124|0.52778
4125|0.63889
4126|0.56944
4127|0.66667
4128|0.65278
4129|0.79167
4130|0.72222
4131|0.58333
4132|0.625
4133|0.55556
4134|0.61111
4135|0.30556
4136|0.5
4137|0.48611
4138|0.5
4139|0.94444
4140|0.65278
4141|0.75
4142|0.61111
4143|0.47222
4144|0.84722
4145|0.91667
4146|0.38889
4147|0.56944
4148|0.5
4149|0.59722
4150|0.72222
4151|0.84722
4152|0.66667
4153|0.66667
4154|0.875
4155|0.77778
4156|0.91667
4157|0.81944
4158|0.93056
4159|0.81944
4160|0.94444
4161|0.5
4162|0.5
4163|0.73611
4164|0.72222
4165|0.5
4166|0.19444
4167|0.625
4168|0.65278
4169|0.56944
4170|0.29167
4171|0.11111
4172|0.27778
4173|0.52778
4174|0.20833
4175|0.72222
4176|0.90278
4177|0.51389
4178|0.30556
4179|0.15278
4180|0.66667
4181|0.77778
4182|0.81944
4183|0.81944
4184|0.5
4185|0.22222
4186|0.41667
4187|0.20833
4188|0.51389
4189|0.77778
4190|0.69444
4191|0.58333
4192|0.63889
4193|0.55556
4194|0.55556
4195|0.16667
4196|0.5
4197|0.16667
4198|0.19444
4199|0.097222
4200|0.56944
4201|0.73611
4202|0.5
4203|0.75
4204|0.66667
4205|0.77778
4206|0.83333
4207|0.94444
4208|0.69444
4209|0.80556
4210|0.80556
4211|0.88889
4212|0.76389
4213|0.72222
4214|0.79167
4215|0.66667
4216|0.83333
4217|0.84722
4218|0.63889
4219|0.43056
4220|0.34722
4221|0.13889
4222|0.51389
4223|0.5
4224|0.5
4225|0.41667
4226|0.5
4227|0.43056
4228|0.61111
4229|0.52778
4230|0.61111
4231|0.25
4232|0.15278
4233|0.125
4234|0.11111
4235|0.20833
4236|0.041667
4237|0.069444
4238|0.76389
4239|0.61111
4240|0.94444
4241|0.80556
4242|0.59722
4243|0.73611
4244|0.72222
4245|0.30556
4246|0.61111
4247|0.81944
4248|0.84722
4249|1
4250|0.88889
4251|0.83333
4252|0.65278
4253|0.5
4254|0.5
4255|0.41667
4256|0.52778
4257|0.125
4258|0.625
4259|0.63889
4260|0.41667
4261|0.34722
4262|0.48611
4263|0.33333
4264|0.59722
4265|0.77778
4266|0.5
4267|0.55556
4268|0.23611
4269|0.47222
4270|0.22222
4271|0.48611
4272|0.38889
4273|0.76389
4274|0.97222
4275|0.86111
4276|0.88889
4277|0.5
4278|0.44444
4279|0.5
4280|0.65278
4281|0.45833
4282|0.5
4283|0.5
4284|0.33333
4285|0.51389
4286|0.58333
4287|0.36111
4288|0.84722
4289|0.86111
4290|0.80556
4291|0.86111
4292|0.375
4293|0.65278
4294|0.41667
4295|0.5
4296|0.56944
4297|0.5
4298|0.83333
4299|0.83333
4300|0.65278
4301|0.83333
4302|0.80556
4303|0.77778
4304|0.88889
4305|0.86111
4306|0.44444
4307|0.41667
4308|0.38889
4309|0.5
4310|0.61111
4311|0.52778
4312|0.5
4313|0.61111
4314|0.54167
4315|0.70833
4316|0.30556
4317|0.27778
4318|0.26389
4319|0.73611
4320|0.73611
4321|0.83333
4322|0.91667
4323|0.68056
4324|0.56944
4325|0.52778
4326|0.38889
4327|0.5
4328|0.51389
4329|0.51389
4330|0.5
4331|0.41667
4332|0.55556
4333|0.54167
4334|0.72222
4335|0.125
4336|0.5
4337|0.5
4338|0.44444
4339|0.66667
4340|0.30556
4341|0.51389
4342|0.5
4343|0.48611
4344|0.43056
4345|0.52778
4346|0.58333
4347|0.375
4348|0.29167
4349|0.5
4350|0.55556
4351|0.5
4352|0.51389
4353|0.25
4354|0.43056
4355|0.61111
4356|0.56944
4357|0.55556
4358|0.61111
4359|0.51389
4360|0.66667
4361|0.5
4362|0.48611
4363|0.13889
4364|0.44444
4365|0.61111
4366|0.19444
4367|0
4368|0.5
4369|0.56944
4370|0.61111
4371|0.625
4372|0.68056
4373|0.65278
4374|0.66667
4375|0.83333
4376|0.5
4377|0.76389
4378|0.5
4379|0.5
4380|0.5
4381|0.58333
4382|0.70833
4383|0.51389
4384|0.5
4385|0.68056
4386|0.40278
4387|0.5
4388|0.65278
4389|0.58333
4390|0.5
4391|0.56944
4392|0.5
4393|0.68056
4394|0.5
4395|0.48611
4396|0.44444
4397|0.069444
4398|0.54167
4399|0.55556
4400|0.58333
4401|0.5
4402|0.5
4403|0.5
4404|0.52778
4405|0.65278
4406|0.30556
4407|0.48611
4408|0.5
4409|0.66667
4410|0.52778
4411|0.48611
4412|0.5
4413|0.5
4414|0.5
4415|0.45833
4416|0.48611
4417|0.55556
4418|0.56944
4419|0.51389
4420|0.84722
4421|0.69444
4422|0.5
4423|0.5
4424|0.52778
4425|0.51389
4426|0.5
4427|0.63889
4428|0.58333
4429|0.625
4430|0.43056
4431|0.40278
4432|0.43056
4433|0.25
4434|0.34722
4435|0.26389
4436|0.31944
4437|0.069444
4438|0.20833
4439|0.51389
4440|0.5
4441|0.47222
4442|0.38889
4443|0.5
4444|0.38889
4445|0.5
4446|0.47222
4447|0.43056
4448|0.23611
4449|0.5
4450|0.51389
4451|0.375
4452|0.34722
4453|0.26389
4454|0.44444
4455|0.41667
4456|0.43056
4457|0.11111
4458|0.61111
4459|0.5
4460|0.45833
4461|0.5
4462|0.5
4463|0.5
4464|0.22222
4465|0.5
4466|0.5
4467|0.61111
4468|0.5
4469|0.66667
4470|0.5
4471|0.5
4472|0.44444
4473|0.51389
4474|0.33333
4475|0.33333
4476|0.25
4477|0.26389
4478|0.5
4479|0.56944
4480|0.43056
4481|0.5
4482|0.27778
4483|0.51389
4484|0.5
4485|0.65278
4486|0.44444
4487|0.52778
4488|0.56944
4489|0.5
4490|0.5
4491|0.36111
4492|0.30556
4493|0.55556
4494|0.5
4495|0.55556
4496|0.55556
4497|0.43056
4498|0.33333
4499|0.23611
4500|0.36111
4501|0.48611
4502|0.36111
4503|0.43056
4504|0.51389
4505|0.5
4506|0.27778
4507|0.51389
4508|0.59722
4509|0.63889
4510|0.54167
4511|0.45833
4512|0.44444
4513|0.5
4514|0.44444
4515|0.51389
4516|0.5
4517|0.58333
4518|0.80556
4519|0.83333
4520|0.5
4521|0.48611
4522|0.5
4523|0.52778
4524|0.5
4525|0.44444
4526|0.5
4527|0.55556
4528|0.13889
4529|0.11111
4530|0.375
4531|0.27778
4532|0.36111
4533|0.5
4534|0.25
4535|0.5
4536|0.5
4537|0.31944
4538|0.40278
4539|0.44444
4540|0.79167
4541|0.41667
4542|0.58333
4543|0.81944
4544|0.88889
4545|0.79167
4546|0.90278
4547|0.84722
4548|0.58333
4549|0.5
4550|0.375
4551|0.5
4552|0.5
4553|0.54167
4554|0.77778
4555|0.083333
4556|0.16667
4557|0.43056
4558|0.22222
4559|0.44444
4560|0.375
4561|0.5
4562|0.5
4563|0.77778
4564|0.40278
4565|0.5
4566|0.65278
4567|0.63889
4568|0.61111
4569|0.44444
4570|0.63889
4571|0.20833
4572|0.68056
4573|0.5
4574|0.5
4575|0.5
4576|0.31944
4577|0.5
4578|0.27778
4579|0.16667
4580|0.38889
4581|0.875
4582|0.5
4583|0.56944
4584|0.66667
4585|0.083333
4586|0.5
4587|0.48611
4588|0.5
4589|0.58333
4590|0.48611
4591|0.47222
4592|0.23611
4593|0.30556
4594|0.18056
4595|0.16667
4596|0.5
4597|0.69444
4598|0.90278
4599|0.66667
4600|0.625
4601|0.45833
4602|0.625
4603|0.5
4604|0.5
4605|0.47222
4606|0.52778
4607|0.41667
4608|0.45833
4609|0.29167
4610|0
4611|0.31944
4612|0.375
4613|0.43056
4614|0.36111
4615|0.5
4616|0.52778
4617|0.5
4618|0.5
4619|0.41667
4620|0.625
4621|0.63889
4622|0.5
4623|0.75
4624|0.69444
4625|0.13889
4626|0.5
4627|0.5
4628|0.30556
4629|0.55556
4630|0.43056
4631|0.55556
4632|0.31944
4633|0.58333
4634|0.66667
4635|0.59722
4636|0.26389
4637|0.44444
4638|0.51389
4639|0.26389
4640|0.77778
4641|0.83333
4642|0.77778
4643|0.79167
4644|0.77778
4645|0.44444
4646|0.44444
4647|0.77778
4648|0.70833
4649|0.72222
4650|0.55556
4651|0.58333
4652|0.76389
4653|0.54167
4654|0.38889
4655|0.80556
4656|0.94444
4657|0.61111
4658|0.80556
4659|0.375
4660|0.40278
4661|0.5
4662|0.5
4663|0.63889
4664|0.75
4665|0.93056
4666|0.44444
4667|0.66667
4668|0.65278
4669|0.80556
4670|0.875
4671|0.75
4672|0.44444
4673|0.55556
4674|0.44444
4675|0.30556
4676|0.25
4677|0.52778
4678|0.29167
4679|0.22222
4680|0.29167
4681|0.30556
4682|0.33333
4683|0.41667
4684|0.41667
4685|0.51389
4686|0.083333
4687|0.79167
4688|0.45833
4689|0.55556
4690|0.68056
4691|0.55556
4692|0.75
4693|0.30556
4694|0.16667
4695|0.25
4696|0.27778
4697|0.15278
4698|0.13889
4699|0.36111
4700|0.27778
4701|0.29167
4702|0.11111
4703|0.40278
4704|0.33333
4705|0.36111
4706|0.625
4707|0.26389
4708|0.41667
4709|0.5
4710|0.51389
4711|0.52778
4712|0.375
4713|0.5
4714|0.54167
4715|0.5
4716|0.34722
4717|0.5
4718|0.27778
4719|0.44444
4720|0.31944
4721|0.5
4722|0.16667
4723|0.5
4724|0.40278
4725|0.43056
4726|0.5
4727|0.27778
4728|0.47222
4729|0.40278
4730|0.69444
4731|0.5
4732|0.18056
4733|0.25
4734|0.26389
4735|0.22222
4736|0.26389
4737|0.13889
4738|0.5
4739|0.5
4740|0.5
4741|0.65278
4742|0.51389
4743|0.52778
4744|0.45833
4745|0.5
4746|0.44444
4747|0.5
4748|0.48611
4749|0.58333
4750|0.45833
4751|0.48611
4752|0.41667
4753|0.51389
4754|0.5
4755|0.20833
4756|0.5
4757|0.5
4758|0.47222
4759|0.47222
4760|0.65278
4761|0.5
4762|0.30556
4763|0.25
4764|0.25
4765|0.5
4766|0.5
4767|0.30556
4768|0.5
4769|0.69444
4770|0.52778
4771|0.56944
4772|0.79167
4773|0.36111
4774|0.36111
4775|0.48611
4776|0.5
4777|0.41667
4778|0.5
4779|0.44444
4780|0.44444
4781|0.30556
4782|0.25
4783|0.84722
4784|0.5
4785|0.29167
4786|0.34722
4787|0.70833
4788|0.70833
4789|0.63889
4790|0.5
4791|0.45833
4792|0.5
4793|0.61111
4794|0.40278
4795|0.5
4796|0.81944
4797|0.41667
4798|0.51389
4799|0.375
4800|0.48611
4801|0.48611
4802|0.38889
4803|0.13889
4804|0.68056
4805|0.76389
4806|0.875
4807|0.44444
4808|0.45833
4809|0.055556
4810|0.61111
4811|0.41667
4812|0.5
4813|0.52778
4814|0.61111
4815|0.25
4816|0.51389
4817|0.5
4818|0.20833
4819|0.11111
4820|0.33333
4821|0.51389
4822|0.65278
4823|0.68056
4824|0.13889
4825|0.5
4826|0.52778
4827|0.5
4828|0.125
4829|0.27778
4830|0.5
4831|0.5
4832|0.45833
4833|0.11111
4834|0.44444
4835|0.43056
4836|0.52778
4837|0.43056
4838|0.45833
4839|0.375
4840|0.33333
4841|0.61111
4842|0.31944
4843|0.75
4844|0.61111
4845|0.58333
4846|0.47222
4847|0.70833
4848|0.51389
4849|0.54167
4850|0.54167
4851|0.51389
4852|0.5
4853|0.72222
4854|0.55556
4855|0.52778
4856|0.41667
4857|0.11111
4858|0.29167
4859|0.18056
4860|0.27778
4861|0.41667
4862|0.59722
4863|0.20833
4864|0.26389
4865|0.34722
4866|0.69444
4867|0.013889
4868|0.31944
4869|0.58333
4870|0.61111
4871|0.5
4872|0.5
4873|0.43056
4874|0.52778
4875|0.72222
4876|0.47222
4877|0.48611
4878|0.125
4879|0.48611
4880|0.47222
4881|0.11111
4882|0.61111
4883|0.51389
4884|0.5
4885|0.77778
4886|0.38889
4887|0.36111
4888|0.51389
4889|0.5
4890|0.5
4891|0.69444
4892|0.69444
4893|0.51389
4894|0.30556
4895|0.51389
4896|0.22222
4897|0.51389
4898|0.48611
4899|0.58333
4900|0.29167
4901|0.58333
4902|0.55556
4903|0.5
4904|0.59722
4905|0.5
4906|0.22222
4907|0.5
4908|0.5
4909|0.5
4910|0.52778
4911|0.48611
4912|0.18056
4913|0.11111
4914|0.5
4915|0.5
4916|0.5
4917|0.5
4918|0.625
4919|0.47222
4920|0.55556
4921|0.34722
4922|0.5
4923|0.61111
4924|0.43056
4925|0.23611
4926|0.25
4927|0.76389
4928|0.5
4929|0.27778
4930|0.33333
4931|0.47222
4932|0.51389
4933|0.5
4934|0.55556
4935|0.5
4936|0.55556
4937|0.5
4938|0.47222
4939|0.55556
4940|0.5
4941|0.48611
4942|0.5
4943|0.5
4944|0.22222
4945|0.61111
4946|0.5
4947|0.51389
4948|0.44444
4949|0.33333
4950|0.36111
4951|0.083333
4952|0.54167
4953|0.47222
4954|0.73611
4955|0.72222
4956|0.88889
4957|0.875
4958|0.88889
4959|0.5
4960|0.5
4961|0.55556
4962|0.5
4963|0.5
4964|0.54167
4965|0.16667
4966|0.25
4967|0.33333
4968|0.5
4969|0.43056
4970|0.5
4971|0.40278
4972|0.43056
4973|0.5
4974|0.5
4975|0.43056
4976|0.44444
4977|0.48611
4978|0.47222
4979|0.31944
4980|0.52778
4981|0.59722
4982|0.625
4983|0.125
4984|0.19444
4985|0.40278
4986|0.54167
4987|0.80556
4988|0.23611
4989|0.25
4990|0.5
4991|0.52778
4992|0.58333
4993|0.47222
4994|0.5
4995|0.25
4996|0.45833
4997|0.5
4998|0.55556
4999|0.72222
5000|0.65278
5001|0.5
5002|0.5
5003|0.61111
5004|0.5
5005|0.51389
5006|0.5
5007|0.5
5008|0.55556
5009|0.55556
5010|0.52778
5011|0.52778
5012|0.51389
5013|0.58333
5014|0.68056
5015|0.5
5016|0.54167
5017|0.52778
5018|0.40278
5019|0.375
5020|0.27778
5021|0.29167
5022|0.40278
5023|0.5
5024|0.27778
5025|0.86111
5026|0.56944
5027|0.29167
5028|0.66667
5029|0.29167
5030|0.68056
5031|0.51389
5032|0.44444
5033|0.66667
5034|0.61111
5035|0.625
5036|0.52778
5037|0.055556
5038|0.069444
5039|0.5
5040|0.45833
5041|0.38889
5042|0.5
5043|0.47222
5044|0.61111
5045|0.80556
5046|0.80556
5047|0.19444
5048|0.72222
5049|0.5
5050|0.5
5051|0.54167
5052|0.69444
5053|0.65278
5054|0.44444
5055|0.58333
5056|0.44444
5057|0.56944
5058|0.069444
5059|0.069444
5060|0.083333
5061|0.94444
5062|0.51389
5063|0.77778
5064|0.65278
5065|0.58333
5066|0.5
5067|0.88889
5068|0.59722
5069|0.66667
5070|0.51389
5071|0.48611
5072|0.34722
5073|0.5
5074|0.5
5075|0.5
5076|0.5
5077|0.5
5078|0.54167
5079|0.45833
5080|0.40278
5081|0.5
5082|0.25
5083|0.72222
5084|0.20833
5085|0.27778
5086|0.25
5087|0.56944
5088|0.34722
5089|0.34722
5090|0.40278
5091|0.375
5092|0.38889
5093|0.36111
5094|0.5
5095|0.40278
5096|0.5
5097|0.45833
5098|0.58333
5099|0.055556
5100|0.41667
5101|0.72222
5102|0.5
5103|0.43056
5104|0.26389
5105|0.45833
5106|0.52778
5107|0.59722
5108|0.55556
5109|0.51389
5110|0.63889
5111|0.5
5112|0.5
5113|0.54167
5114|0.51389
5115|0.84722
5116|0.79167
5117|0.55556
5118|0.55556
5119|0.55556
5120|0.47222
5121|0.31944
5122|0.51389
5123|0.58333
5124|0.77778
5125|0.76389
5126|0.875
5127|0.97222
5128|0.63889
5129|0.77778
5130|0.83333
5131|0.47222
5132|0.5
5133|0.45833
5134|0.19444
5135|0.47222
5136|0.52778
5137|0.5
5138|0.31944
5139|0.40278
5140|0.5
5141|0.55556
5142|0.27778
5143|0.29167
5144|0.56944
5145|0.44444
5146|0.27778
5147|0.22222
5148|0.45833
5149|0.31944
5150|0.58333
5151|0.52778
5152|0.38889
5153|0.63889
5154|0.52778
5155|0.34722
5156|0.23611
5157|0.63889
5158|0.73611
5159|0.5
5160|0.41667
5161|0.38889
5162|0.5
5163|0.45833
5164|0.55556
5165|0.56944
5166|0.27778
5167|0.625
5168|0.59722
5169|0.22222
5170|0.5
5171|0.41667
5172|0.45833
5173|0.51389
5174|0.55556
5175|0.51389
5176|0.31944
5177|0.45833
5178|0.45833
5179|0.20833
5180|0.51389
5181|0.375
5182|0.43056
5183|0.79167
5184|0.77778
5185|0.80556
5186|0.88889
5187|0.93056
5188|0.79167
5189|0.80556
5190|0.65278
5191|0.58333
5192|0.5
5193|0.29167
5194|0.27778
5195|0.22222
5196|0.5
5197|0.22222
5198|0.52778
5199|0.54167
5200|0.375
5201|0.43056
5202|0.45833
5203|0.5
5204|0.5
5205|0.36111
5206|0.34722
5207|0.19444
5208|0.5
5209|0.5
5210|0.5
5211|0.51389
5212|0.55556
5213|0.16667
5214|0.56944
5215|0.56944
5216|0.5
5217|0.5
5218|0.44444
5219|0.25
5220|0.18056
5221|0.30556
5222|0.23611
5223|0.16667
5224|0.13889
5225|0.19444
5226|0.18056
5227|0.45833
5228|0.5
5229|0.51389
5230|0.43056
5231|0.22222
5232|0.16667
5233|0.27778
5234|0.16667
5235|0.72222
5236|0.61111
5237|0.63889
5238|0.77778
5239|0.83333
5240|0.875
5241|0.86111
5242|0.94444
5243|0.5
5244|0.5
5245|0.56944
5246|0.61111
5247|0.5
5248|0.58333
5249|0.61111
5250|0.88889
5251|0.43056
5252|0.30556
5253|0.51389
5254|0.44444
5255|0.22222
5256|0.54167
5257|0.54167
5258|0.63889
5259|0.5
5260|0.70833
5261|0.5
5262|0.5
5263|0.5
5264|0.5
5265|0.22222
5266|0.38889
5267|0.23611
5268|0.47222
5269|0.34722
5270|0.36111
5271|0.66667
5272|0.69444
5273|0.77778
5274|0.69444
5275|0.55556
5276|0.875
5277|0.41667
5278|0.66667
5279|0.81944
5280|0.61111
5281|0.68056
5282|0.63889
5283|0.5
5284|0.5
5285|0.75
5286|0.77778
5287|0.41667
5288|0.65278
5289|0.63889
5290|0.84722
5291|0.5
5292|0.5
5293|0.45833
5294|0.47222
5295|0.44444
5296|0.52778
5297|0.58333
5298|0.59722
5299|0.55556
5300|0.5
5301|0.61111
5302|0.51389
5303|0.55556
5304|0.63889
5305|0.51389
5306|0.55556
5307|0.5
5308|0.66667
5309|0.55556
5310|0.45833
5311|0.5
5312|0.5
5313|0.31944
5314|0.5
5315|0.66667
5316|0.65278
5317|0.66667
5318|0.51389
5319|0.40278
5320|0.52778
5321|0.54167
5322|0.55556
5323|0.52778
5324|0.54167
5325|0.91667
5326|0.72222
5327|0.5
5328|0.36111
5329|0.33333
5330|0.51389
5331|0.5
5332|0.5
5333|0.47222
5334|0.5
5335|0.33333
5336|0.26389
5337|0.88889
5338|0.5
5339|0.61111
5340|0.5
5341|0.5
5342|0.80556
5343|0.44444
5344|0.5
5345|0.5
5346|0.20833
5347|0.47222
5348|0.625
5349|0.5
5350|0.51389
5351|0.5
5352|0.54167
5353|0.65278
5354|0.51389
5355|0.66667
5356|0.81944
5357|0.51389
5358|0.5
5359|0.55556
5360|0.5
5361|0.77778
5362|0.29167
5363|0.47222
5364|0.51389
5365|0.5
5366|0.5
5367|0.5
5368|0.5
5369|0.5
5370|0.5
5371|0.55556
5372|0.5
5373|0.44444
5374|0.29167
5375|0.52778
5376|0.36111
5377|0.47222
5378|0.5
5379|0.55556
5380|0.5
5381|0.5
5382|0.29167
5383|0.5
5384|0.63889
5385|0.5
5386|0.5
5387|0.48611
5388|0.58333
5389|0.65278
5390|0.375
5391|0.43056
5392|0.43056
5393|0.5
5394|0.47222
5395|0.70833
5396|0.77778
5397|0.52778
5398|0.25
5399|0.33333
5400|0.40278
5401|0.5
5402|0.5
5403|0.45833
5404|0.52778
5405|0.33333
5406|0.34722
5407|0.19444
5408|0.63889
5409|0.5
5410|0.5
5411|0.5
5412|0.27778
5413|0.40278
5414|0.84722
5415|0.55556
5416|0.47222
5417|0.52778
5418|0.45833
5419|0.47222
5420|0.52778
5421|0.5
5422|0.20833
5423|0.75
5424|0.69444
5425|0.80556
5426|0.58333
5427|0.58333
5428|0.5
5429|0.34722
5430|0.47222
5431|0.5
5432|0.875
5433|0.52778
5434|0.44444
5435|0.5
5436|0.83333
5437|0.66667
5438|0.63889
5439|0.5
5440|0.55556
5441|0.69444
5442|0.61111
5443|0.56944
5444|0.66667
5445|0.5
5446|0.25
5447|0.52778
5448|0.20833
5449|0.61111
5450|0.625
5451|0.5
5452|0.30556
5453|0.5
5454|0.31944
5455|0.45833
5456|0.5
5457|0.5
5458|0.5
5459|0.41667
5460|0.29167
5461|0.5
5462|0.54167
5463|0.5
5464|0.63889
5465|0.30556
5466|0.51389
5467|0.52778
5468|0.69444
5469|0.52778
5470|0.875
5471|0.51389
5472|0.25
5473|0.73611
5474|0.5
5475|0.5
5476|0.76389
5477|0.5
5478|0.72222
5479|0.76389
5480|0.5
5481|0.44444
5482|0.48611
5483|0.54167
5484|0.56944
5485|0.59722
5486|0.65278
5487|0.52778
5488|0.59722
5489|0.72222
5490|0.69444
5491|0.75
5492|0.80556
5493|0.5
5494|0.5
5495|0.36111
5496|0.52778
5497|0.5
5498|0.5
5499|0.56944
5500|0.5
5501|0.5
5502|0.5
5503|0.69444
5504|0.33333
5505|0.36111
5506|0.25
5507|0.73611
5508|0.51389
5509|0.54167
5510|0.625
5511|0.5
5512|0.68056
5513|0.70833
5514|0.77778
5515|0.52778
5516|0.51389
5517|0.5
5518|0.18056
5519|0.5
5520|0.48611
5521|0.47222
5522|0.5
5523|0.44444
5524|0.25
5525|0.27778
5526|0.30556
5527|0.33333
5528|0.18056
5529|0.52778
5530|0.5
5531|0.5
5532|0.11111
5533|0.25
5534|0.55556
5535|0.55556
5536|0.52778
5537|0.5
5538|0.5
5539|0.51389
5540|0.61111
5541|0.48611
